scope,district_number,seats,fractional_seats,floor_override,bonus_seats,target_population,actual_population,convex_hull_ratio,num_geom_parts,is_contiguous,members,district_id,scope_jurisdiction_id
Mymensingh,1,7,7.196274,f,0,2221942,2221942,0.656517,1,t,Gaffargaon; Gauripur; Ishwarganj; Nandail; Trishal,9e5a213f-b155-4095-b95f-38d6480e7826,fcffed46-7348-456b-91bc-7ff14bb90867
Mymensingh,2,5,5.071297,f,0,1577379,1577379,0.872673,1,t,Sherpur,6fd7d2a1-c338-4d6f-b498-435da8f26cf1,ab127c08-dffe-4773-bb96-3463fcbabb3e
Mymensingh,2,7,6.909504,f,0,2133398,2133398,0.778289,1,t,Dhobaura; Haluaghat; Mymensingh Sadar; Phulpur,6f381f2c-a09f-43d8-82f9-87251ee3b99c,fcffed46-7348-456b-91bc-7ff14bb90867
Mymensingh,3,8,7.636191,f,0,2375165,2375165,0.789131,1,t,Netrakona,aaa1e7e0-4729-47ae-a1b8-b46e21fc34e0,ab127c08-dffe-4773-bb96-3463fcbabb3e
Mymensingh,3,6,5.894223,f,0,1819917,1819917,0.722564,1,t,Bhaluka; Fulbaria; Muktagachha,f9601bb0-8b46-4e64-950f-6169aa36bb61,fcffed46-7348-456b-91bc-7ff14bb90867
Narayanganj,1,5,5.107774,f,0,1584507,1584507,0.803922,1,t,Bandar; Narayanganj Sadar,5123c693-aa45-4cb2-95ac-2ac6639a9461,13b19b37-e482-4213-a15c-73a97b5dbcd7
Narayanganj,2,8,7.892226,f,0,2448285,2448285,0.713103,1,t,Araihazar; Rupganj; Sonargaon,2eab0cf5-5ff6-45aa-81f5-10162037f12d,13b19b37-e482-4213-a15c-73a97b5dbcd7
Noakhali,1,6,6.224390,f,0,1929191,1929191,0.598451,6,t,Begumganj; Chatkhil; Companiganj; Senbagh; Sonaimuri,e23453c1-32a2-4522-a292-8571cd26884b,a6801b48-285a-43a4-8613-e6ac79dddfa0
Noakhali,2,6,5.775610,f,0,1790096,1790096,0.546380,15,t,Hatiya; Kabirhat; Noakhali Sadar (Sudharam); Subarnachar,45b6f742-0ee0-4eee-834c-e12a88993cbf,a6801b48-285a-43a4-8613-e6ac79dddfa0
Pabna,1,5,5.057028,f,0,1491174,1491174,0.727454,1,t,Ishwardi; Pabna Sadar; Sujanagar,e856c56a-40c9-4446-9f97-fec84c80e92a,855c44fc-690d-4b84-a222-6a77686e58ae
Pabna,2,5,4.942972,f,0,1457542,1457542,0.734125,1,t,Atgharia; Bera; Bhangura; Chatmohar; Faridpur; Santhia,afbafb45-f411-46d5-9648-40a9d400a1b9,855c44fc-690d-4b84-a222-6a77686e58ae
Rajshahi,1,5,5.147925,f,0,1559201,1559201,0.665213,1,t,Bagha; Boalia; Charghat; Godagari; Matihar; Paba; Rajpara; Shah Makhdum,1d82b61d-42c3-4814-a5bc-c46c33e10b6b,1ecd31eb-6d48-4817-9b33-d72de6054403
Rajshahi,2,5,4.852075,f,0,1469594,1469594,0.754528,1,t,Baghmara; Durgapur; Mohanpur; Puthia; Tanore,bc96dd55-5a43-41ca-a5e8-cc1b35b8ad4e,1ecd31eb-6d48-4817-9b33-d72de6054403
Rajshani,1,9,9.302182,f,0,2866780,2866780,0.783572,1,t,Naogaon,f8e0d977-628f-4648-97d8-3e2354db3ac3,871d8476-d12c-485b-8f35-a94e685d63b3
Rajshani,2,6,6.177947,f,0,1903942,1903942,0.798354,1,t,Natore,9d988d99-6527-4bd4-ae6f-e9c66f833ff6,871d8476-d12c-485b-8f35-a94e685d63b3
Rajshani,3,6,6.148549,f,0,1894882,1894882,0.771098,1,t,Nawabganj,1ccabab0-e46b-429f-be71-da47df974a8a,871d8476-d12c-485b-8f35-a94e685d63b3
