scope,district_number,seats,fractional_seats,floor_override,bonus_seats,target_population,actual_population,convex_hull_ratio,num_geom_parts,is_contiguous,members,district_id,scope_jurisdiction_id
China,6,6,5.861792,f,0,24165245,24165245,0.522712,1,t,Inner Mongolia Autonomous Region,7c40fb39-30eb-4e33-b0eb-b41a9d258c35,9cc5635f-f158-49c5-be62-9f0328ba2d66
China,7,9,9.375194,f,0,38649249,38649249,0.312281,2,f,Chongqing Municipality; Ningxia Ningxia Hui Autonomous Region,b491f047-66a3-4e18-b432-2dc75589f97c,9cc5635f-f158-49c5-be62-9f0328ba2d66
China,8,6,5.851624,f,0,24123327,24123327,0.736289,3,t,Shanghai Municipality,b728eccb-0af9-4e77-8d53-ff2f1e2310cf,9cc5635f-f158-49c5-be62-9f0328ba2d66
China,9,9,8.867425,f,0,36555968,36555968,0.748612,1,t,Beijing Municipality; Tianjin Municipality,5cc3f9f5-5743-421e-856d-198a8b802be1,9cc5635f-f158-49c5-be62-9f0328ba2d66
China,10,6,6.341331,f,0,26142143,26142143,0.230129,5,t,Hong Kong Special Administrative Region; Macau Special Administrative Region; Taiwan Province,e9ae8bd4-f24e-470f-93c4-b61d1646cd67,9cc5635f-f158-49c5-be62-9f0328ba2d66
China,11,5,5.172839,f,0,21325035,21325035,0.522249,2,t,Hainan Province; Qinghai Province; Tibet Autonomous Region,36d4d822-2d9c-49de-a4f7-dd9e12cd196d,9cc5635f-f158-49c5-be62-9f0328ba2d66
Colombia,1,7,6.924029,f,0,27738463,27738463,0.773325,5,t,Amazonas; Arauca; Bogota Capital District; Boyacá; Caldas; Caquetá; Casanare; Cauca; Cundinamarca; Guainía; Guaviare; Huila; Meta; Nariño; Putumayo; Quindío; Tolima; Valle del Cauca; Vaupés; Vichada,41efd5b9-af91-4450-a6bf-d91e8139ce39,ee9fc592-86d7-4c57-ac1d-4de831c42310
Colombia,2,6,6.075971,f,0,24341048,24341048,0.375080,11,t,"Antioquia; Archipiélago de San Andrés, Providencia y Santa Catalina; Atlántico; Bolívar; Cesar; Chocó; Córdoba; La Guajira; Magdalena; Norte de Santander; Risaralda; Santander; Sucre",8515d8b3-0269-4340-8690-ea0960fb9e6a,ee9fc592-86d7-4c57-ac1d-4de831c42310
Democratic Republic of the Congo,1,9,8.951834,f,0,35837972,35837972,0.566064,1,t,Central Kasai; Haut-Katanga; Haut-Lomami; Kasai-Oriental; Lomami; Lualaba; Mongala; Nord-Ubangi; Sankuru; Sud-Ubangi; Tshuapa; Équateur,8b18d870-e34c-43d7-b6a8-aa8b5776dfc0,6fc76783-7fee-4ad3-9cf2-59fc5f93e7f8
Democratic Republic of the Congo,2,8,8.038269,f,0,32180585,32180585,0.750671,14,t,Kasai; Kinshasa; Kongo-Central; Kwango; Kwilu; Mai-Ndombe,e3be184a-82d2-4e05-b823-4ed14b5fcb82,6fc76783-7fee-4ad3-9cf2-59fc5f93e7f8
Democratic Republic of the Congo,3,9,9.009896,f,0,36070418,36070418,0.755767,2,t,Ituri; Lower Uele; Maniema; North Kivu; South Kivu; Tanganyika; Tshopo; Upper Uele,b83bc6b5-4c3c-487c-aea5-231957cf011d,6fc76783-7fee-4ad3-9cf2-59fc5f93e7f8
Dhaka,1,6,6.194830,f,0,23725476,23725476,0.679950,13,t,Faridpur; Gazipur; Gopalganj; Kishoreganj; Madaripur; Munshiganj; Narayanganj; Narsingdi; Shariatpur,591a3f33-3ecd-4b32-8145-752977207512,532d1ba8-7a54-451b-b7e0-fd8700db33c5
Dhaka,2,6,5.805170,f,0,22233123,22233123,0.671220,1,t,Dhaka; Manikganj; Rajbari; Tangail,e2da857f-e8d7-4533-981d-2a796c399b4c,532d1ba8-7a54-451b-b7e0-fd8700db33c5
Earth,1,9,9.065833,f,0,36239727,36239727,0.493997,226,t,Albania; Bosnia and Herzegovina; Bulgaria; Croatia; Greece; Kosovo; Montenegro; North Macedonia; Serbia,f861b294-44b2-40c7-bae5-86d2ecc328e0,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,2,9,9.163118,f,0,36628612,36628612,0.318491,8,t,Andorra; Austria; Czechia; Holy See; Liechtenstein; Monaco; San Marino; Slovakia; Slovenia; Switzerland,d0eca7bb-2fb4-4af8-adb5-c01d92d95d6f,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,3,8,7.964155,f,0,31835883,31835883,0.803970,2,t,Hungary; Republic of Moldova; Romania,703c85d9-3fe8-4110-a66c-6dc27b232fc2,4dc3821a-f4c4-484c-90f9-64970c6818b0
Earth,4,8,8.126704,f,0,32485655,32485655,0.586228,9,t,Cameroon; Equatorial Guinea; Gabon; Sao Tome and Principe,28ded9a3-9871-4feb-8369-d4572b3906e5,4dc3821a-f4c4-484c-90f9-64970c6818b0
