id,legislature_id,name,description,status,effective_start,effective_end,created_at,updated_at,deleted_at
a367d7ac-cd3f-4880-80e7-7f1b42f96cec,60bf845b-b770-48b3-8689-4af40bc810a8,Manual Baseline v3 (override repair),Fresh full-auto baseline on the override-repair engine for the regression-panel candidate.,draft,,,2026-08-28 00:54:40,2026-08-28 00:55:43,
