id,legislature_id,name,description,status,effective_start,effective_end,created_at,updated_at,deleted_at
79782bdd-0832-4acc-ad50-3d8cd93af842,60bf845b-b770-48b3-8689-4af40bc810a8,Auto Map Draft 1,,draft,,,2026-08-10 00:19:14,2026-08-18 02:16:29,
