id,legislature_id,name,description,status,effective_start,effective_end,created_at,updated_at,deleted_at
83c47521-082d-4c60-a63d-bbdf77387bc1,fdcbd37d-cbb3-4332-ae2e-abecff2bdf96,Auto Baseline v3 (override repair),Fresh full-auto baseline on the override-repair engine for the regression-panel candidate.,draft,,,2026-08-27 19:07:20,2026-08-27 19:07:20,
