scope,district_number,seats,fractional_seats,floor_override,target_population,actual_population,convex_hull_ratio,num_geom_parts,is_contiguous,members,district_id,scope_jurisdiction_id
Afghanistan,1,5,5.078964,f,20928541,20928541,0.868432,1,t,Badghis; Balkh; Bamyan; Daykundi; Farah; Faryab; Ghanzi; Ghor; Helmand; Herat; Jowzjan; Kandahar; Nimruz; Paktika; Samangan; Sar-e Pol; Uruzgan; Wardak; Zabul,8163881a-e4bb-493d-a3a7-0668417f2eb1,8a4860cf-4340-4464-8570-2130fde10320
Afghanistan,2,5,4.921036,t,20277778,20277778,0.637691,1,t,Badakhshan; Baghlan; Kabul; Kapisa; Khost; Kunar; Kunduz; Laghman; Logar; Nangarhar; Nuristan; Paktia; Panjshir; Parwan; Takhar,945b8bb0-02c1-4ec7-b4b3-704155af4f38,8a4860cf-4340-4464-8570-2130fde10320
Algeria,1,6,5.896389,f,24567551,24567551,0.825415,1,t,Adrar; Annaba; Batna; Bejaia; Biskra; Bordj Bou Arreridj‎; Bouira; Constantine; Djelfa; El Oued; El Tarf; Ghardaia; Guelma; Illizi; Jijel; Khenchela; Laghouat; M'Sila; Mila; Ouargla; Oum El Bouaghi; Skikda; Souk Ahras; Sétif; Tamanrasset; Tizi Ouzou; Tébessa,c962cf14-7e60-4cd3-bbb5-e9c60b225373,b62fde8a-57bb-46f1-9908-38c673073243
Algeria,2,5,5.103611,f,21264409,21264409,0.711396,1,t,Algiers; Aïn Defla; Aïn Témouchent; Blida; Boumerdès; Béchar; Chlef; El Bayadh; Mascara; Mostaganem; Médéa; Naâma; Oran; Relizane; Saïda; Sidi Bel Abbès; Tiaret; Tindouf; Tipaza; Tissemsilt; Tlemcen,ae09f3a2-c31a-4582-89a1-866372bf2cbf,b62fde8a-57bb-46f1-9908-38c673073243
Andhra Pradesh,1,7,7.108709,f,28091745,28091745,0.747849,1,t,Anantapur; Chittoor; Guntur; Kadapa(YSR); Kurnool; Prakasam; Sri Potti Sriramulu Nellore,2430d393-af06-413e-b2bc-cefe7b486931,c5c5061d-a654-4e0c-aed6-10fd0a35dad5
Andhra Pradesh,2,6,5.891291,f,23280831,23280831,0.669686,2,t,East Godavari; Krishna; Srikakulam; Visakhapatnam; Vizianagaram; West Godavari; Yanam,95f52f9c-cb15-40b5-ae7a-b5fe25ad88fa,c5c5061d-a654-4e0c-aed6-10fd0a35dad5
Anhui Province,1,8,7.851123,f,31600273,31600273,0.773674,1,t,Anqingshi; Chaohushi; Chaohushi; Chuzhoushi; Dangtuxian; Dongzhixian; Fanchangxian; Feidongxian; Feixixian; Gaochunxian; Guangdexian; Guichishi; Hanshanxian; Hefeishi; Hexian; Huainingxian; Huangshanshi; Huangshanshi; Huoshanxian; Jiangpuxian; Jingdexian; Jingxian; Jinzaixian; Jixixian; Laianxian; Langxixian; Liuanshi; Lujiangxian; Maanshanshi; Nanlingxian; Ningguoshi; Qianshanxian; Qimenxian; Qingyangxian; Quanjiaoxian; Shexian; Shitaixian; Shuchengxian; Susongxian; Taihuxian; Tianchangshi; Tongchengxian; Tonglingshi; Tonglingxian; Wangjiangxian; Wuhushi; Wuhuxian; Wuweixian; Xiuningxian; Xuanzhoushi; Yixian; Yuexixian; Zongyangxian,49b64fa2-dc18-42b3-b053-337f86c1f6a7,9f1fe628-cae6-4bdd-aec0-e138a7c71b39
Anhui Province,2,7,7.148877,f,28773781,28773781,0.816737,1,t,Bangbushi; Bozhoushi; Changfengxian; Dafengshi; Dingyuanxian; Fengtaixian; Fengyangxian; Funanxian; Fuyangshi; Fuyangshi; Guzhenxian; Huaibeishi; Huainanshi; Huaiyuanxian; Huoqiuxian; Jiashanxian; Jieshoushi; Lingbixian; Lixingxian; Mengchengxian; Shouxian; Shuzhoushi; Suixixian; Suzhoushi; Taihexian; Woyangxian; Wuhexian; Xiaoxian; Yingshangxian,d88d8aaf-5317-4698-afc5-2b2810571268,9f1fe628-cae6-4bdd-aec0-e138a7c71b39
Argentina,1,5,5.078434,f,21209758,21209758,0.529142,3,t,Buenos Aires; Chubut; Ciudad Autónoma de Buenos Aires; La Pampa; Neuquén; Río Negro; Santa Cruz; Tierra del Fuego,fe85aae0-ec78-4c3b-a03a-60d5ba4c3317,2aa6ea56-4ac8-42c7-8ce8-bf0b10247be3
Argentina,2,5,4.921566,t,20554610,20554610,0.819063,1,t,Catamarca; Chaco; Corrientes; Córdoba; Formosa; Jujuy; La Roja; Mendoza; Misiones; Salta; San Juan; San Luis; Santa Fe; Santiago del Estero; Tucumán,514373d0-10b9-428b-a0bc-adb28008ef12,2aa6ea56-4ac8-42c7-8ce8-bf0b10247be3
Bangladesh,1,8,7.996307,f,32441261,32441261,0.573110,9,t,Chittagong,a3d6e137-f74f-4290-81d6-18c229d9a98a,012617d0-cb99-4ad5-9623-d1279d3b7170
Bangladesh,2,7,7.291345,f,29581209,29581209,0.492731,3,f,Rangpur; Sylhet,b166a0d9-733d-44ab-9b1c-0df0568ea390,012617d0-cb99-4ad5-9623-d1279d3b7170
Bangladesh,3,7,6.501306,f,26375997,26375997,0.754155,9,t,Barisal; Khulna,c6d0507a-2989-4cea-b43c-59da4d8a114e,012617d0-cb99-4ad5-9623-d1279d3b7170
Bangladesh,4,8,8.211042,f,33312447,33312447,0.744339,1,t,Mymensingh; Rajshani,91a2d977-024c-4158-a8e2-6aeb12eb8f45,012617d0-cb99-4ad5-9623-d1279d3b7170
Bihār,1,8,7.927272,f,32230329,32230329,0.641879,1,t,Begusarai; Darbhanga; Jamui; Munger; Muzaffarpur; Nawada; Samastipur; Sheikhpura; Vaishali,a0c177e5-de7a-40d4-8b82-24451b59a7f3,3e6d7a4d-0fd1-4169-8c47-bf4965a336e2
Bihār,2,8,7.991773,f,32492575,32492575,0.793171,1,t,Arwal; Aurangabad; Bhojpur; Buxar; Gaya; Jehanabad; Kaimur (Bhabua); Lakhisarai; Nalanda; Patna; Rohtas,cd0feebd-ad13-4278-8819-44bdd423cea6,3e6d7a4d-0fd1-4169-8c47-bf4965a336e2
Bihār,3,8,8.087320,f,32881045,32881045,0.597310,1,t,Gopalganj; Madhubani; Pashchim Champaran; Purba Champaran; Saran; Sheohar; Sitamarhi; Siwan,c1c3467b-1ba9-48e2-be13-edabe74ba79f,3e6d7a4d-0fd1-4169-8c47-bf4965a336e2
