id,legislature_id,name,description,status,effective_start,effective_end,created_at,updated_at,deleted_at
2663e10e-56c4-47e2-a5f5-24c35fdecb0e,319c1990-6128-4bd8-a797-bb5de6b79ad3,Auto Baseline v3 (override repair),Fresh full-auto baseline on the override-repair engine for the regression-panel candidate.,draft,,,2026-08-27 19:07:20,2026-08-27 19:07:20,
