scope,district_number,seats,fractional_seats,floor_override,target_population,actual_population,convex_hull_ratio,num_geom_parts,is_contiguous,members,district_id,scope_jurisdiction_id
Afghanistan,1,5,5.078964,f,20928541,20928541,0.868432,1,t,Badghis; Balkh; Bamyan; Daykundi; Farah; Faryab; Ghanzi; Ghor; Helmand; Herat; Jowzjan; Kandahar; Nimruz; Paktika; Samangan; Sar-e Pol; Uruzgan; Wardak; Zabul,1807207a-7974-41d2-8cdb-22bde13f9c89,8a4860cf-4340-4464-8570-2130fde10320
Afghanistan,2,5,4.921036,t,20277778,20277778,0.637691,1,t,Badakhshan; Baghlan; Kabul; Kapisa; Khost; Kunar; Kunduz; Laghman; Logar; Nangarhar; Nuristan; Paktia; Panjshir; Parwan; Takhar,3fb4ce95-fb52-4954-ab51-748ccf2eb5ba,8a4860cf-4340-4464-8570-2130fde10320
Algeria,1,6,5.903578,f,24597503,24597503,0.884191,1,t,Adrar; Aïn Defla; Aïn Témouchent; Batna; Biskra; Bouira; Béchar; Chlef; Djelfa; El Bayadh; El Oued; Ghardaia; Illizi; Laghouat; M'Sila; Mascara; Mostaganem; Médéa; Naâma; Oran; Ouargla; Relizane; Saïda; Sidi Bel Abbès; Tamanrasset; Tiaret; Tindouf; Tipaza; Tissemsilt; Tlemcen,9c21d3de-8521-4bb7-9748-6526428b6f25,b62fde8a-57bb-46f1-9908-38c673073243
Algeria,2,5,5.096422,f,21234457,21234457,0.629984,1,t,Algiers; Annaba; Bejaia; Blida; Bordj Bou Arreridj‎; Boumerdès; Constantine; El Tarf; Guelma; Jijel; Khenchela; Mila; Oum El Bouaghi; Skikda; Souk Ahras; Sétif; Tizi Ouzou; Tébessa,2ba9f50f-5ea6-4ba4-8668-f33106ba1c08,b62fde8a-57bb-46f1-9908-38c673073243
Andhra Pradesh,1,7,7.108709,f,28091745,28091745,0.747849,1,t,Anantapur; Chittoor; Guntur; Kadapa(YSR); Kurnool; Prakasam; Sri Potti Sriramulu Nellore,44963517-18a0-4518-9288-7af81acf84cf,c5c5061d-a654-4e0c-aed6-10fd0a35dad5
Andhra Pradesh,2,6,5.891291,f,23280831,23280831,0.669686,2,t,East Godavari; Krishna; Srikakulam; Visakhapatnam; Vizianagaram; West Godavari; Yanam,d5d7d3a2-dda3-4f40-a498-8f3b9584ac44,c5c5061d-a654-4e0c-aed6-10fd0a35dad5
Anhui Province,1,8,7.851123,f,31600273,31600273,0.773674,1,t,Anqingshi; Chaohushi; Chaohushi; Chuzhoushi; Dangtuxian; Dongzhixian; Fanchangxian; Feidongxian; Feixixian; Gaochunxian; Guangdexian; Guichishi; Hanshanxian; Hefeishi; Hexian; Huainingxian; Huangshanshi; Huangshanshi; Huoshanxian; Jiangpuxian; Jingdexian; Jingxian; Jinzaixian; Jixixian; Laianxian; Langxixian; Liuanshi; Lujiangxian; Maanshanshi; Nanlingxian; Ningguoshi; Qianshanxian; Qimenxian; Qingyangxian; Quanjiaoxian; Shexian; Shitaixian; Shuchengxian; Susongxian; Taihuxian; Tianchangshi; Tongchengxian; Tonglingshi; Tonglingxian; Wangjiangxian; Wuhushi; Wuhuxian; Wuweixian; Xiuningxian; Xuanzhoushi; Yixian; Yuexixian; Zongyangxian,a5545f0d-4358-4e6f-9e1f-e99b4cd3e6b6,9f1fe628-cae6-4bdd-aec0-e138a7c71b39
Anhui Province,2,7,7.148877,f,28773781,28773781,0.816737,1,t,Bangbushi; Bozhoushi; Changfengxian; Dafengshi; Dingyuanxian; Fengtaixian; Fengyangxian; Funanxian; Fuyangshi; Fuyangshi; Guzhenxian; Huaibeishi; Huainanshi; Huaiyuanxian; Huoqiuxian; Jiashanxian; Jieshoushi; Lingbixian; Lixingxian; Mengchengxian; Shouxian; Shuzhoushi; Suixixian; Suzhoushi; Taihexian; Woyangxian; Wuhexian; Xiaoxian; Yingshangxian,5a559b7f-1dbf-4327-8fcd-54a149243e1b,9f1fe628-cae6-4bdd-aec0-e138a7c71b39
Argentina,1,5,5.078434,f,21209758,21209758,0.529142,3,t,Buenos Aires; Chubut; Ciudad Autónoma de Buenos Aires; La Pampa; Neuquén; Río Negro; Santa Cruz; Tierra del Fuego,c1c2b5ab-5610-4820-99dd-74c2a11b4cbf,2aa6ea56-4ac8-42c7-8ce8-bf0b10247be3
Argentina,2,5,4.921566,t,20554610,20554610,0.819063,1,t,Catamarca; Chaco; Corrientes; Córdoba; Formosa; Jujuy; La Roja; Mendoza; Misiones; Salta; San Juan; San Luis; Santa Fe; Santiago del Estero; Tucumán,5cb0f9ae-7d60-4b6c-b53d-fe61b4bddd5f,2aa6ea56-4ac8-42c7-8ce8-bf0b10247be3
Bangladesh,1,8,7.996307,f,32441261,32441261,0.573110,9,t,Chittagong,d2daa734-4e26-41d7-879b-a24557c6a773,012617d0-cb99-4ad5-9623-d1279d3b7170
Bangladesh,2,7,7.291345,f,29581209,29581209,0.492731,3,f,Rangpur; Sylhet,b61f88eb-7c08-47fb-901c-d3012664c60b,012617d0-cb99-4ad5-9623-d1279d3b7170
Bangladesh,3,7,6.501306,f,26375997,26375997,0.754155,9,t,Barisal; Khulna,10e8cebd-386c-4a88-a7c0-3fdb8354aa28,012617d0-cb99-4ad5-9623-d1279d3b7170
Bangladesh,4,8,8.211042,f,33312447,33312447,0.744339,1,t,Mymensingh; Rajshani,df939651-db90-430d-82b8-914237036912,012617d0-cb99-4ad5-9623-d1279d3b7170
Bihār,1,8,7.927272,f,32230329,32230329,0.641879,1,t,Begusarai; Darbhanga; Jamui; Munger; Muzaffarpur; Nawada; Samastipur; Sheikhpura; Vaishali,de493094-3c82-4cbe-91ae-51eddd269c79,3e6d7a4d-0fd1-4169-8c47-bf4965a336e2
Bihār,2,8,7.991773,f,32492575,32492575,0.793171,1,t,Arwal; Aurangabad; Bhojpur; Buxar; Gaya; Jehanabad; Kaimur (Bhabua); Lakhisarai; Nalanda; Patna; Rohtas,19bcea54-aad7-47a6-a3e9-8581ed819f2b,3e6d7a4d-0fd1-4169-8c47-bf4965a336e2
Bihār,3,8,8.087320,f,32881045,32881045,0.597310,1,t,Gopalganj; Madhubani; Pashchim Champaran; Purba Champaran; Saran; Sheohar; Sitamarhi; Siwan,1c779080-7328-4da5-a304-7c5cd7526b5f,3e6d7a4d-0fd1-4169-8c47-bf4965a336e2
Bihār,4,8,7.993634,f,32500141,32500141,0.732632,1,t,Araria; Banka; Bhagalpur; Katihar; Khagaria; Kishanganj; Madhepura; Purnia; Saharsa; Supaul,0a03d387-891a-47b7-b24c-4f09ee4f0108,3e6d7a4d-0fd1-4169-8c47-bf4965a336e2
Brazil,1,7,7.261448,f,29268060,29268060,0.710298,1,t,Alagoas; Bahia; Pernambuco; Sergipe,a2c26094-af75-4d16-ae13-94410d150137,8865c0ea-20a4-4836-bd0b-aef668dcf660
Brazil,2,8,7.788997,f,31394405,31394405,0.818062,6,t,Bombinhas; Parana; Rio Grande do Sul; Santa Catarina,2d5db010-9c79-44d2-8af7-28cd2be3c341,8865c0ea-20a4-4836-bd0b-aef668dcf660
Brazil,3,8,7.893293,f,31814782,31814782,0.844234,1,t,Distrito Federal; Goias; Minas Gerais,a76b72dc-3eed-4480-b4ef-aa991ca1dcc4,8865c0ea-20a4-4836-bd0b-aef668dcf660
Brazil,4,6,5.797925,f,23369172,23369172,0.746679,1,t,Acre; Amapa; Amazonas; Mato Grosso; Mato Grosso do Sul; Para; Rondonia; Roraima,cae809a5-f486-49fd-9f44-aa7a9166ebc5,8865c0ea-20a4-4836-bd0b-aef668dcf660
