id,legislature_id,name,description,status,effective_start,effective_end,created_at,updated_at,deleted_at
3cdf1d8b-bdcf-4047-8670-b5adae480e46,ccdef50b-a409-4243-b089-b65f0a36777d,Manual Map Draft,,draft,,,2026-08-23 20:05:43,2026-08-23 20:05:43,
