id,legislature_id,name,description,status,effective_start,effective_end,created_at,updated_at,deleted_at
9928f2e2-47f1-49f6-ae19-2c819c0816dd,60bf845b-b770-48b3-8689-4af40bc810a8,Auto Baseline v3 (override repair),Fresh full-auto baseline on the override-repair engine for the regression-panel candidate.,draft,,,2026-08-27 19:07:20,2026-08-27 19:07:20,
