id,legislature_id,name,description,status,effective_start,effective_end,created_at,updated_at,deleted_at
2ed73bff-ec3e-4836-862a-f78e74a06627,60bf845b-b770-48b3-8689-4af40bc810a8,Manual Map Draft 1,,draft,,,2026-08-18 02:18:10,2026-08-21 12:07:31,
