id,legislature_id,name,description,status,effective_start,effective_end,created_at,updated_at,deleted_at
a2e0df5a-eedd-409c-8e66-5162450d8e45,ccdef50b-a409-4243-b089-b65f0a36777d,Initial Map (bootstrap),Auto-generated at activation (WI-B7 bootstrap — Art. II §8 mandatory subdivision).,draft,,,2026-08-08 22:18:20,2026-08-08 22:18:20,
