scope,district_number,seats,fractional_seats,floor_override,target_population,actual_population,convex_hull_ratio,num_geom_parts,is_contiguous,members,district_id,scope_jurisdiction_id
Alabama,1,5,5.035139,f,2391835,2391835,0.835975,4,t,Autauga; Baldwin; Barbour; Bibb; Bullock; Butler; Chambers; Chilton; Choctaw; Clarke; Coffee; Conecuh; Coosa; Covington; Crenshaw; Dale; Dallas; Elmore; Escambia; Geneva; Greene; Hale; Henry; Houston; Lee; Lowndes; Macon; Marengo; Mobile; Monroe; Montgomery; Perry; Pickens; Pike; Russell; Shelby; Sumter; Tallapoosa; Tuscaloosa; Washington; Wilcox,5d365633-f2c6-408f-aec6-1e5ce71e95d2,407ef8b2-ad56-46a1-bdaa-e5ce80b3740e
Alabama,2,5,4.964861,t,2358451,2358451,0.920523,1,t,Blount; Calhoun; Cherokee; Clay; Cleburne; Colbert; Cullman; DeKalb; Etowah; Fayette; Franklin; Jackson; Jefferson; Lamar; Lauderdale; Lawrence; Limestone; Madison; Marion; Marshall; Morgan; Randolph; St. Clair; Talladega; Walker; Winston,61fd6bfb-f2c0-451d-a53e-faab3dab19f2,407ef8b2-ad56-46a1-bdaa-e5ce80b3740e
Arizona,1,7,7.000000,f,3370933,3370933,0.885440,1,t,Apache; Cochise; Coconino; Gila; Graham; Greenlee; La Paz; Mohave; Navajo; Pima; Pinal; Santa Cruz; Yavapai; Yuma,40500ce6-bb5a-45e7-9a79-4257af07b6cb,cc9f21e4-618a-448e-8c85-1fc00cf5aa4a
California,1,7,6.977635,f,3431039,3431039,0.704475,1,t,Alpine; Amador; Calaveras; Contra Costa; El Dorado; Mono; Sacramento; Tuolumne,6145ddd5-05f8-4b7c-b1e2-a2997574a1b3,12ad98fb-6e9e-47b2-9662-7b0dc58a1132
California,2,7,7.058535,f,3470819,3470819,0.922732,2,t,Butte; Colusa; Del Norte; Glenn; Humboldt; Lake; Lassen; Marin; Mendocino; Modoc; Napa; Nevada; Placer; Plumas; Shasta; Sierra; Siskiyou; Solano; Sonoma; Sutter; Tehama; Trinity; Yolo; Yuba,b8aa4fc2-a325-44e2-a2af-84e9edb2de68,12ad98fb-6e9e-47b2-9662-7b0dc58a1132
California,3,6,5.827377,f,2865435,2865435,0.791613,1,t,Imperial; Riverside,58447850-f783-4aae-b9d6-a86af1bca7e2,12ad98fb-6e9e-47b2-9662-7b0dc58a1132
California,4,7,7.353274,f,3615748,3615748,0.898222,1,t,San Diego,8a1b2872-09c3-4fa6-b9e2-b06ad774955b,12ad98fb-6e9e-47b2-9662-7b0dc58a1132
California,5,7,7.105065,f,3493699,3493699,0.916053,1,t,Orange,e49e4ca7-09ef-4fff-a3c8-6e00f4c387dc,12ad98fb-6e9e-47b2-9662-7b0dc58a1132
California,6,7,7.197581,f,3539191,3539191,0.655149,1,t,Fresno; Inyo; San Bernardino,2465833b-4fdb-4840-83a5-d43b56d1ed1c,12ad98fb-6e9e-47b2-9662-7b0dc58a1132
California,7,7,6.898157,f,3391958,3391958,0.675524,7,t,Kern; Kings; San Luis Obispo; Santa Barbara; Tulare; Ventura,20786bde-1742-4df4-8482-31e2c4d8e660,12ad98fb-6e9e-47b2-9662-7b0dc58a1132
California,8,6,5.747309,f,2826064,2826064,0.640592,1,t,Madera; Mariposa; Merced; Monterey; San Benito; San Joaquin; Santa Cruz; Stanislaus,3f092bcd-f092-4c61-8853-a8faba59a3f6,12ad98fb-6e9e-47b2-9662-7b0dc58a1132
California,9,6,6.064777,f,2982169,2982169,0.675500,1,t,San Mateo; Santa Clara,6935cd58-1876-4cf4-9b04-37d1b62260dc,12ad98fb-6e9e-47b2-9662-7b0dc58a1132
California,10,6,5.770290,f,2837364,2837364,0.629657,3,t,Alameda; San Francisco,0e710445-47be-4e13-917e-80fa7c18a0ca,12ad98fb-6e9e-47b2-9662-7b0dc58a1132
Colorado,1,6,6.208402,f,3048383,3048383,0.726389,1,t,Adams; Arapahoe; Boulder; Broomfield; Denver; Douglas; Gilpin; Jefferson,1c56dbaf-8003-4d0d-8c46-e00b658ddf5b,5804c271-502a-4fe9-8d98-20588076ba96
Colorado,2,5,4.791598,t,2352719,2352719,0.952510,2,t,Alamosa; Archuleta; Baca; Bent; Chaffee; Cheyenne; Clear Creek; Conejos; Costilla; Crowley; Custer; Delta; Dolores; Eagle; El Paso; Elbert; Fremont; Garfield; Grand; Gunnison; Hinsdale; Huerfano; Jackson; Kiowa; Kit Carson; La Plata; Lake; Larimer; Las Animas; Lincoln; Logan; Mesa; Mineral; Moffat; Montezuma; Montrose; Morgan; Otero; Ouray; Park; Phillips; Pitkin; Prowers; Pueblo; Rio Blanco; Rio Grande; Routt; Saguache; San Juan; San Miguel; Sedgwick; Summit; Teller; Washington; Weld; Yuma,4698a23f-9449-4700-a0a9-701b1d4594f8,5804c271-502a-4fe9-8d98-20588076ba96
Cook,1,6,5.963516,f,2982548,2982548,0.862219,1,t,sub:Cook — drawn district 1 (pop 2982548),b5ac4b8e-08a5-4b5a-a2e5-c8fb3dcba68b,e90487eb-9e89-489c-98ba-bd1e4f72164f
Cook,2,5,5.036484,f,2518909,2518909,0.868872,1,t,sub:Cook — drawn district 2 (pop 2518909),4df58907-3626-4e53-9c9a-e5f081c7be45,e90487eb-9e89-489c-98ba-bd1e4f72164f
Florida,1,9,9.034050,f,4474729,4474729,0.952874,1,t,Broward; Martin; Palm Beach; St. Lucie,5cab38c4-93db-49ea-9804-dbe7b3ead3e4,e291639e-ef3f-48a2-af2c-2384cd4aa184
Florida,2,8,7.769697,f,3848472,3848472,0.789453,2,t,Charlotte; DeSoto; Hardee; Hillsborough; Lee; Manatee; Sarasota,f1ddb86d-d88f-42a8-968d-7b5eb3f0fa3c,e291639e-ef3f-48a2-af2c-2384cd4aa184
Florida,3,8,8.487975,f,4204248,4204248,0.659828,2,t,Alachua; Baker; Bay; Bradford; Calhoun; Clay; Columbia; Dixie; Duval; Escambia; Franklin; Gadsden; Gilchrist; Gulf; Hamilton; Holmes; Jackson; Jefferson; Lafayette; Leon; Levy; Liberty; Madison; Nassau; Okaloosa; Santa Rosa; St. Johns; Suwannee; Taylor; Union; Wakulla; Walton; Washington,8bc591af-91a0-4b8c-9a24-f5994b538c60,e291639e-ef3f-48a2-af2c-2384cd4aa184
Florida,4,9,9.225788,f,4569700,4569700,0.731019,1,t,Citrus; Flagler; Hernando; Lake; Marion; Pasco; Pinellas; Putnam; Seminole; Sumter; Volusia,f4e9f1d3-cf9d-4685-b2c5-26d7e7a7895b,e291639e-ef3f-48a2-af2c-2384cd4aa184
Florida,5,8,7.637039,f,3782764,3782764,0.406086,8,t,Collier; Glades; Hendry; Highlands; Miami-Dade; Monroe; Okeechobee,43818dfe-de52-48ba-a8ee-42ba757d9127,e291639e-ef3f-48a2-af2c-2384cd4aa184
Florida,6,8,7.845451,f,3885994,3885994,0.834594,1,t,Brevard; Indian River; Orange; Osceola; Polk,8c57acb9-c2ec-443e-81c3-e6da4e22f91f,e291639e-ef3f-48a2-af2c-2384cd4aa184
Georgia,1,8,8.144395,f,3948183,3948183,0.896956,1,t,Appling; Atkinson; Bacon; Baker; Baldwin; Ben Hill; Berrien; Bibb; Bleckley; Brantley; Brooks; Bryan; Bulloch; Burke; Butts; Calhoun; Camden; Candler; Charlton; Chatham; Chattahoochee; Clay; Clinch; Coffee; Colquitt; Columbia; Cook; Crawford; Crisp; Decatur; Dodge; Dooly; Dougherty; Early; Echols; Effingham; Elbert; Emanuel; Evans; Glascock; Glynn; Grady; Greene; Hancock; Harris; Henry; Houston; Irwin; Jasper; Jeff Davis; Jefferson; Jenkins; Johnson; Jones; Lamar; Lanier; Laurens; Lee; Liberty; Lincoln; Long; Lowndes; Macon; Marion; McDuffie; McIntosh; Meriwether; Miller; Mitchell; Monroe; Montgomery; Morgan; Muscogee; Newton; Oconee; Oglethorpe; Peach; Pierce; Pike; Pulaski; Putnam; Quitman; Randolph; Richmond; Schley; Screven; Seminole; Spalding; Stewart; Sumter; Talbot; Taliaferro; Tattnall; Taylor; Telfair; Terrell; Thomas; Tift; Toombs; Treutlen; Troup; Turner; Twiggs; Upson; Ware; Warren; Washington; Wayne; Webster; Wheeler; Wilcox; Wilkes; Wilkinson; Worth,6d867d39-4952-468c-bccf-ec2a4e6bc34f,e004b3ce-73e8-46f7-a575-89ca8edb148c
Georgia,2,8,7.909710,f,3834414,3834414,0.857944,1,t,Carroll; Clayton; Cobb; Coweta; DeKalb; Douglas; Fayette; Fulton; Haralson; Heard; Paulding,63b79d5a-8420-4c26-97c3-8a8d35714d8b,e004b3ce-73e8-46f7-a575-89ca8edb148c
