id,legislature_id,name,description,status,effective_start,effective_end,created_at,updated_at,deleted_at
e110d9a6-cdf1-4ec0-b67c-8877b167c34b,ccdef50b-a409-4243-b089-b65f0a36777d,Auto Baseline v3 (override repair),Fresh full-auto baseline on the override-repair engine for the regression-panel candidate.,draft,,,2026-08-27 19:07:20,2026-08-27 19:07:20,
